sr,isin,is_equity,nse_symbol,bse_code,bse_ticker,company_name,listed_on,segment,nse_series,bse_group,bse_status
1208,INE012E01035,Y,,530959,DIANATEA,Diana Tea Co.Ltd.,BSE only,BSE Equity,,X,Active
1209,INE303A01010,Y,DICIND,500089,DICIND,DIC India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1210,INE642P01019,Y,,539900,DIDL,DALMIA INDUSTRIAL DEVELOPMENT LIMITED,BSE only,BSE Equity,,X,Active
1211,INE184O01015,Y,DIFFNKG,544264,DIFFNKG,Diffusion Engineers Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1212,INE0PSC01024,Y,DIGIDRIVE,544079,DIGIDRIVE,Digidrive Distributors Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1213,INE0QJ901011,Y,DIGIKORE,,,Digikore Studios Limited,NSE only,NSE SME (Emerge),SM,,
1214,INE1OOT01028,Y,,544684,DIGILOGIC,DIGILOGIC SYSTEMS LIMITED,BSE only,BSE Equity,,MT,Active
1215,INE927C01020,Y,DIGISPICE,517214,DIGISPICE,DiGiSPICE Technologies Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1216,INE0U4701011,Y,DIGITIDE,544413,DIGITIDE,Digitide Solutions Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1217,INE731U01028,Y,DIGJAMLMTD,539979,DIGJAMLMTD,Digjam Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1218,INE942P01013,Y,,540151,DIKSAT,Diksat Transworld Limited,BSE only,BSE Equity,,MT,Active
1219,INE1OSI01014,Y,,544798,DIKSHA,DIKSHA POLYMERS LIMITED,BSE only,BSE Equity,,M,Active
1220,INE650C01036,Y,,531153,DILIGENT,Diligent Industries Limited,BSE only,BSE Equity,,X,Active
1221,INE704V01015,Y,DIRL,,,Dhanuka Infra Realty Limited,NSE only,NSE SME (Emerge),SM,,
1222,INE131C01011,Y,DISAQ,500068,DISAQ,Disa India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1223,INE836F01026,Y,DISHTV,532839,DISHTV,Dish TV India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1224,INE183R01010,Y,,539405,DITCO,Decorous Investment and Trading Co. Ltd.,BSE only,BSE Equity,,X,Active
1225,INE753U01022,Y,DIVGIITTS,543812,DIVGIITTS,Divgi Torqtransfer Systems Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1226,INE0NA501011,Y,DIVINEHIRA,,,Divine Hira Jewellers Limited,NSE only,NSE SME (Emerge),ST,,
1227,INE361B01024,Y,DIVISLAB,532488,DIVISLAB,Divi's Laboratories Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1228,INE410G01010,Y,,526315,DIVSHKT,DIVYASHAKTI LIMITED,BSE only,BSE Equity,,X,Active
1229,INE0QYI01019,Y,DIVYADHAN,,,Divyadhan Recycling Industries Limited,NSE only,NSE SME (Emerge),ST,,
1230,INE935N01020,Y,DIXON,540699,DIXON,Dixon Technologies (India) Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1231,INE0B1K01014,Y,DJML,543193,DJML,DJ Mediaprint & Logistics Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1232,INE234E01027,Y,,511636,DJSSS,DJS Stock & Shares Ltd.,BSE only,BSE Equity,,X,Active
1233,INE0GN101014,Y,DKEGL,,,D.K. Enterprises Global Limited,NSE only,NSE SME (Emerge),SM,,
1234,INE0QXT01018,Y,,544170,DKUAL,Dolphin Kitchen Utencils and Appliances Limited,BSE only,BSE Equity,,M,Active
1235,INE871Z01013,Y,,541299,DLCL,DR LALCHANDANI LABS LIMITED,BSE only,BSE Equity,,M,Active
1236,INE271C01023,Y,DLF,532868,DLF,DLF Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1237,INE250K01012,Y,DLINKINDIA,533146,DLINKINDIA,D-Link (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1238,INE872E01016,Y,,504240,DLTNCBL,Delton Cables Ltd.,BSE only,BSE Equity,,X,Active
1239,INE192R01011,Y,DMART,540376,DMART,Avenue Supermarts Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1240,INE505A01010,Y,DMCC,506405,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,NSE+BSE,NSE Mainboard,EQ,B,Active
1241,INE158R01012,Y,,540811,DML,Diggi Multitrade Limited,BSE only,BSE Equity,,M,Active
1242,INE07L501010,Y,,543410,DMR,DMR ENGINEERING LIMITED,BSE only,BSE Equity,,M,Active
1243,INE016M01021,Y,DNAMEDIA,540789,DNAMEDIA,Diligent Media Corporation Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1244,INE021O01019,Y,DODLA,543306,DODLA,Dodla Dairy Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1245,INE966A01022,Y,DOLATALGO,505526,DOLATALGO,Dolat Algotech Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1246,INE666Y01010,Y,,542013,DOLFIN,Dolfin Rubbers Limited,BSE only,BSE Equity,,B,Active
1247,INE325C01035,Y,DOLLAR,541403,DOLLAR,Dollar Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1248,INE0JHH01011,Y,DOLLEX,,,Dollex Agrotech Limited,NSE only,NSE SME (Emerge),SM,,
1249,INE920A01037,Y,DOLPHIN,522261,DOLPHIN,Dolphin Offshore Enterprises (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1250,INE321T01012,Y,DOMS,544045,DOMS,DOMS Industries Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1251,INE668D01028,Y,DONEAR,512519,DONEAR,Donear Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1252,INE266Y01019,Y,DPABHUSHAN,544161,DPABHUSHAN,D. P. Abhushan Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1253,INE0SCO01019,Y,DPEL,,,Divine Power Energy Limited,NSE only,NSE SME (Emerge),SM,,
1254,INE0MC401013,Y,,543594,DPL,DIPNA PHARMACHEM LIMITED,BSE only,BSE Equity,,M,Active
1255,INE360C01024,Y,DPSCLTD,,,DPSC Limited,NSE only,NSE Mainboard,BE,,
1256,INE864X01013,Y,DPWIRES,543962,DPWIRES,D P Wires Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1257,INE746V01016,Y,,540144,DRA,DRA CONSULTANTS LIMITED,BSE only,BSE Equity,,M,Active
1258,INE934C01018,Y,DRAGARWQ,526783,DRAGARWQ,Dr Agarwals Eye Hospital Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1259,INE03RS01027,Y,DRCSYSTEMS,543268,DRCSYSTEMS,DRC Systems India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1260,INE0JS101016,Y,DREAMFOLKS,543591,DREAMFOLKS,Dreamfolks Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1261,INE506A01018,Y,DREDGECORP,523618,DREDGECORP,Dredging Corporation of India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1262,INE193D01019,Y,,531553,DRL,DISHA RESOURCES LIMITED,BSE only,BSE Equity,,X,Active
1263,INE0MQD01015,Y,,543713,DRONACHRYA,Droneacharya Aerial Innovations Limited,BSE only,BSE Equity,,M,Active
1264,INE0P7201019,Y,DRONE,,,Drone Destination Limited,NSE only,NSE SME (Emerge),SM,,
1265,INE089A01031,Y,DRREDDY,500124,DRREDDY,Dr. Reddy's Laboratories Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1266,INE0QZM01018,Y,DRSCARGO,,,DRS Cargo Movers Limited,NSE only,NSE SME (Emerge),SM,,
1267,INE02CV01017,Y,DRSDILIP,,,DRS Dilip Roadlines Limited,NSE only,NSE SME (Emerge),SM,,
1268,INE0OFM01015,Y,DSFCL,544703,DSFCL,DCM Shriram Fine Chemicals Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1269,INE422D01012,Y,,501148,DSINVEST,Dalal Street Investments Ltd.,BSE only,BSE Equity,,XT,Active
1270,INE891A01022,Y,DSKULKARNI,523890,DSKULKARNI,DS Kulkarni Developers Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1271,INE417B01040,Y,DSSL,532365,DSSL,Dynacons Systems & Solutions Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1272,INE341R01014,Y,DTIL,538902,DTIL,Dhunseri Tea & Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1273,INE0JRD01019,Y,DTL,,,Diensten Tech Limited,NSE only,NSE SME (Emerge),SM,,
1274,INE0LZO01015,Y,DUCOL,,,Ducol Organics And Colours Limited,NSE only,NSE SME (Emerge),SM,,
1275,INE741L01018,Y,DUCON,534674,DUCON,Ducon Infratechnologies Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1276,INE0HPK01020,Y,DUGLOBAL,,,DUDIGITAL GLOBAL LIMITED,NSE only,NSE SME (Emerge),SM,,
1277,INE397G01019,Y,,531471,DUKEOFS,Duke Offshore Ltd.,BSE only,BSE Equity,,XT,Active
1278,INE340F01011,Y,,504908,DUNCANENG,Duncan Engineering Limited,BSE only,BSE Equity,,X,Active
1279,INE0OUW01013,Y,DURLAX,,,Durlax Top Surface Limited,NSE only,NSE SME (Emerge),SM,,
1280,INE138B01018,Y,,526355,DUROPACK,Duropack Ltd,BSE only,BSE Equity,,X,Active
1281,INE932D01010,Y,,516003,DUROPLY,DUROPLY INDUSTRIES LIMITED,BSE only,BSE Equity,,X,Active
1282,INE940C01015,Y,,517437,DUTRON,Dutron  Polymers Ltd.,BSE only,BSE Equity,,X,Active
1283,INE477B01010,Y,DVL,523736,DVL,Dhunseri Ventures Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1284,INE366A01041,Y,DWARKESH,532610,DWARKESH,Dwarikesh Sugar Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1285,INE600Y01019,Y,DYCL,540795,DYCL,Dynamic Cables Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1286,INE221B01012,Y,DYNAMATECH,505242,DYNAMATECH,Dynamatic Technologies Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1287,INE0DZ701010,Y,DYNAMIC,,,Dynamic Services & Security Limited,NSE only,NSE SME (Emerge),ST,,
1288,INE118C01018,Y,,530779,DYNAMICP,Dynamic Protfolio Management & Serv,BSE only,BSE Equity,,X,Active
1289,INE457C01010,Y,,524818,DYNAMIND,Dynamic Industries Ltd.,BSE only,BSE Equity,,X,Active
1290,INE083E01010,Y,,517238,DYNAVSN,Dynavision Limited,BSE only,BSE Equity,,X,Active
1291,INE256H01015,Y,DYNPRO,532707,DYNPRO,Dynemic Products Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1292,INE255Z01027,Y,E2E,544783,E2E,E2E Networks Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1293,INE1CEJ01017,Y,E2ERAIL,,,E To E Transportation Infrastructure Limited,NSE only,NSE SME (Emerge),ST,,
1294,INE1A8F01035,Y,,544549,EARKART,EARKART LIMITED,BSE only,BSE Equity,,M,Active
1295,INE0O4V01010,Y,,543765,EARTH,Earthstahl & Alloys Limited,BSE only,BSE Equity,,M,Active
1296,INE07O001026,Y,EASEMYTRIP,543272,EASEMYTRIP,Easy Trip Planners Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1297,INE706N01017,Y,,507917,EASTBUILD,East Buildtech Limited,BSE only,BSE Equity,,XT,Active
1298,INE191C01023,Y,,523874,EASTINDIA,East India Drums and Barrels Manufacturing Limited,BSE only,BSE Equity,,XT,Active
1299,INE500D01015,Y,,531346,EASTRED,Eastern Treads Ltd.,BSE only,BSE Equity,,X,Active
1300,INE962C01035,Y,EASTSILK,590022,EASTSILK,Eastern Silk Industries Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1301,INE595R01023,Y,,540006,EASTWEST,EAST WEST FREIGHT CARRIERS LTD,BSE only,BSE Equity,,X,Active
1302,INE771C01014,Y,,542906,EASUN,Easun Capital Markets Limited,BSE only,BSE Equity,,XT,Active
1303,INE407F01018,Y,,511074,EASYFIN,EASY FINCORP LIMITED,BSE only,BSE Equity,,Z,Active
1304,INE18JU01028,Y,EBGNG,544455,EBGNG,GNG Electronics Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1305,INE432F01032,Y,,531035,EBIX,EBIX LIMITED,BSE only,BSE Equity,,X,Active
1306,INE738I01010,Y,ECLERX,532927,ECLERX,eClerx Services Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1307,INE866A01016,Y,,523732,ECOBOAR,Ecoboard Industries Ltd,BSE only,BSE Equity,,X,Active
1308,INE360S01012,Y,,539455,ECOFINITY,ECOFINITY ATOMIX LIMITED,BSE only,BSE Equity,,X,Active
1309,INE638N01012,Y,,514402,ECOHOTELS,ECO HOTELS AND RESORTS LIMITED,BSE only,BSE Equity,,X,Active
1310,INE0VBS01016,Y,ECOLINE,,,Ecoline Exim Limited,NSE only,NSE SME (Emerge),ST,,
1311,INE423D01010,Y,,526703,ECOPLAST,Ecoplast Ltd.,BSE only,BSE Equity,,X,Active
1312,INE316A01038,Y,,530643,ECORECO,Eco Recycling Limited,BSE only,BSE Equity,,X,Active
1313,INE06HJ01020,Y,ECOSMOBLTY,544239,ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1314,INE315F01013,Y,,520081,ECSTSTL,East Coast Steel Ltd,BSE only,BSE Equity,,P,Active
1315,INE532F01054,Y,EDELWEISS,532922,EDELWEISS,Edelweiss Financial Services Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1316,INE125G01014,Y,,517170,EDVENSWA,Edvenswa Enterprises Limited,BSE only,BSE Equity,,X,Active
1317,INE094R01019,Y,,501386,EENTER,E and E ENTERPRISES LIMITED,BSE only,BSE Equity,,XT,Active
1318,INE11HF01010,Y,EEPL,,,Eppeltone Engineers Limited,NSE only,NSE SME (Emerge),SM,,
1319,INE0KFF01017,Y,EFACTOR,,,E Factor Experiences Limited,NSE only,NSE SME (Emerge),SM,,
1320,INE886D01026,Y,EFCIL,512008,EFCIL,EFC (I) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1321,INE0U9101019,Y,EFFWA,,,Effwa Infra & Research Limited,NSE only,NSE SME (Emerge),ST,,
1322,INE0Q1W01012,Y,EFORCE,,,Electro Force (India) Limited,NSE only,NSE SME (Emerge),SM,,
1323,INE355H01015,Y,,531190,EFORU,EFORU ENTERTAINMENT LIMITED,BSE only,BSE Equity,,X,Active
1324,INE066A01021,Y,EICHERMOT,505200,EICHERMOT,Eicher Motors Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1325,INE126A01031,Y,EIDPARRY,500125,EIDPARRY,EID Parry India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1326,INE0LLY01014,Y,EIEL,544290,EIEL,Enviro Infra Engineers Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1327,INE546V01010,Y,EIFFL,,,Euro India Fresh Foods Limited,NSE only,NSE Mainboard,BE,,
1328,INE0KSN01014,Y,,543518,EIGHTY,Eighty Jewellers Limited,BSE only,BSE Equity,,MT,Active
1329,INE276C01014,Y,EIHAHOTELS,523127,EIHAHOTELS,EIH Associated Hotels Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1330,INE230A01023,Y,EIHOTEL,500840,EIHOTEL,EIH Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1331,INE666Q01016,Y,,540204,EIKO,EIKO LIFESCIENCES LIMITED,BSE only,BSE Equity,,X,Active
1332,INE158B01016,Y,EIMCOELECO,523708,EIMCOELECO,Eimco Elecon (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1333,INE906L01025,Y,,530581,EKAMLEA,Ekam Leasing & Finance Co. Ltd.,BSE only,BSE Equity,,XT,Active
1334,INE005E01013,Y,,531364,EKANSH,Ekansh Concepts Limited,BSE only,BSE Equity,,X,Active
1335,INE184H01027,Y,EKC,532684,EKC,Everest Kanto Cylinder Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1336,INE0KCM01010,Y,,543475,EKENNIS,Ekennis Software Service Limited,BSE only,BSE Equity,,M,Active
1337,INE0CPR01018,Y,,543284,EKI,EKI Energy Services Limited,BSE only,BSE Equity,,B,Active
1338,INE311H01018,Y,,532820,ELAND,E-Land Apparel Limited,BSE only,BSE Equity,,X,Active
1339,INE594D01018,Y,,513452,ELANGO,Elango Industries Ltd,BSE only,BSE Equity,,XT,Active
1340,INE280B01018,Y,ELANTAS,500123,ELANTAS,Elantas Beck India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1341,INE927X01018,Y,ELCIDIN,503681,ELCIDIN,EL CID Investments Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1342,INE668G01021,Y,ELDEHSG,523329,ELDEHSG,Eldeco Housing And Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1343,INE205B01031,Y,ELECON,505700,ELECON,Elecon Engineering Company Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1344,INE086A01029,Y,ELECTCAST,500128,ELECTCAST,Electrosteel Castings Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1345,INE822G01016,Y,ELECTHERM,526608,ELECTHERM,Electrotherm (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1346,INE152E01013,Y,,526473,ELEFLOR,Elegant Floriculture & Agrotech (In,BSE only,BSE Equity,,X,Active
1347,INE095B01010,Y,,526705,ELEMARB,Elegant Marbles & Grani Industries,BSE only,BSE Equity,,X,Active
1348,INE1FEW01013,Y,,544724,ELFIN,Elfin Agro India Limited,BSE only,BSE Equity,,MT,Active
1349,INE158F01017,Y,,531144,ELFORGE,El Forge Ltd.,BSE only,BSE Equity,,X,Active
1350,INE285A01027,Y,ELGIEQUIP,522074,ELGIEQUIP,Elgi Equipments Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1351,INE819L01012,Y,ELGIRUBCO,,,Elgi Rubber Company Limited,NSE only,NSE Mainboard,EQ,,
1352,INE0R9101015,Y,ELGNZ,,,Eleganz Interiors Limited,NSE only,NSE SME (Emerge),SM,,
1353,INE050401020,Y,ELIN,543725,ELIN,Elin Electronics Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1354,INE669R01026,Y,ELITECON,539533,ELITECON,Elitecon International Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1355,INE785D01012,Y,,531278,ELIXIR,Elixir Capital Limited,BSE only,BSE Equity,,X,Active
1356,INE236E01022,Y,ELLEN,544421,ELLEN,Ellenbarrie Industrial Gases Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1357,INE033C01019,Y,,517477,ELNET,Elnet Technologies Ltd.,BSE only,BSE Equity,,X,Active
1358,INE579B01039,Y,ELPROINTL,504000,ELPROINTL,Elpro International Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1359,INE279D01016,Y,,522027,EMAINDIA,Ema India Ltd.,BSE only,BSE Equity,,XT,Active
1360,INE548C01032,Y,EMAMILTD,531162,EMAMILTD,Emami Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1361,INE830C01026,Y,EMAMIPAP,533208,EMAMIPAP,Emami Paper Mills Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1362,INE778K01012,Y,EMAMIREAL,533218,EMAMIREAL,Emami Realty Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1363,INE0ZOL01023,Y,EMAPARTNER,,,EMA Partners India Limited,NSE only,NSE SME (Emerge),SM,,
1364,INE069I01010,Y,EMBDL,532832,EMBDL,Embassy Developments Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1365,INE168P01015,Y,EMCURE,544210,EMCURE,Emcure Pharmaceuticals Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1366,INE030Q01015,Y,,538882,EMERALD,Emerald Finance Limited,BSE only,BSE Equity,,X,Active
1367,INE044N01021,Y,,507265,EMERALL,Emerald Leisures Limited,BSE only,BSE Equity,,X,Active
1368,INE668L01013,Y,,506180,EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS LIMITED,BSE only,BSE Equity,,XT,Active
1369,INE1OSW01015,Y,,544747,EMIAC,EMIAC TECHNOLOGIES LIMITED,BSE only,BSE Equity,,M,Active
1370,INE02YR01019,Y,EMIL,543626,EMIL,Electronics Mart India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1371,INE296H01011,Y,EMKAY,532737,EMKAY,Emkay Global Financial Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1372,INE332S01011,Y,EMKAYTOOLS,,,Emkay Taps and Cutting Tools Limited,NSE only,NSE SME (Emerge),SM,,
1373,INE753K01015,Y,EMMBI,533161,EMMBI,Emmbi Industries Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1374,INE634B01016,Y,,524768,EMMESSA,Emmessar Biotech & Nutrition Ltd.,BSE only,BSE Equity,,X,Active
1375,INE0SDC01012,Y,,544166,EMMFORCE,EMMFORCE AUTOTECH LIMITED,BSE only,BSE Equity,,MT,Active
1376,INE0S1L01013,Y,EMMIL,,,Energy Mission Machineries (India) Limited,NSE only,NSE SME (Emerge),SM,,
1377,INE1C6T01020,Y,EMMVEE,544608,EMMVEE,Emmvee Photovoltaic Power Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1378,INE515H01014,Y,,509525,EMPIND,Empire Industries Ltd.,BSE only,BSE Equity,,X,Active
1379,INE507F01023,Y,EMPOWER,504351,EMPOWER,Empower India Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1380,INE554H01021,Y,,531676,EMROCK,EMROCK CORPORATION LIMITED,BSE only,BSE Equity,,XT,Active
1381,INE0OV601013,Y,EMSLIMITED,543983,EMSLIMITED,EMS Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1382,INE01QM01018,Y,EMUDHRA,543533,EMUDHRA,eMudhra Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1383,INE993I01029,Y,,512441,ENBETRD,Enbee Trade & Finance Ltd.,BSE only,BSE Equity,,X,Active
1384,INE900O01014,Y,,530733,ENCODE,ENCODE PACKAGING INDIA LIMITED,BSE only,BSE Equity,,X,Active
1385,INE433T01015,Y,ENCOMPAS,,,Encompass Design India Limited,NSE only,NSE SME (Emerge),SM,,
1386,INE913H01037,Y,ENDURANCE,540153,ENDURANCE,Endurance Technologies Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1387,INE306C01019,Y,ENERGYDEV,532219,ENERGYDEV,Energy Development Company Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1388,INE0S3X01014,Y,ENFUSE,,,Enfuse Solutions Limited,NSE only,NSE SME (Emerge),SM,,
1389,INE510A01028,Y,ENGINERSIN,532178,ENGINERSIN,Engineers India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1390,INE265F01028,Y,ENIL,532700,ENIL,Entertainment Network (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1391,INE130L01014,Y,,533477,ENKEIWHEL,Enkei wheels (India) Limited,BSE only,BSE Equity,,X,Active
1392,INE1NPP01017,Y,ENRIN,544390,ENRIN,Siemens Energy India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1393,INE0R9I01021,Y,ENSER,,,Enser Communications Limited,NSE only,NSE SME (Emerge),SM,,
1394,INE010601016,Y,ENTERO,544122,ENTERO,Entero Healthcare Solutions Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1395,INE439G01019,Y,,526574,ENTRINT,Enterprise International Limited,BSE only,BSE Equity,,X,Active
1396,INE601C01013,Y,,500246,ENVAIREL,Envair Electrodyne Ltd.,BSE only,BSE Equity,,XT,Active
1397,INE0SUH01015,Y,ENVIRO,,,Envirotech Systems Limited,NSE only,NSE SME (Emerge),SM,,
1398,INE0G5901015,Y,EPACK,544095,EPACK,EPACK Durable Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1399,INE0MLS01022,Y,EPACKPEB,544540,EPACKPEB,EPack Prefab Technologies Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1400,INE0D2I01014,Y,,543595,EPBIO,EP BIOCOMPOSITES LIMITED,BSE only,BSE Equity,,M,Active
1401,INE932F01015,Y,,530407,EPIC,EPIC Energy Ltd.,BSE only,BSE Equity,,X,Active
1402,INE071N01016,Y,EPIGRAL,543332,EPIGRAL,Epigral Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1403,INE255A01020,Y,EPL,500135,EPL,EPL Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1404,INE601F01016,Y,,531155,EPSOMPRO,Epsom Properties Limited,BSE only,BSE Equity,,XT,Active
1405,INE807D01030,Y,,532092,EPUJA,EPUJA SPIRITECH LIMITED,BSE only,BSE Equity,,X,Active
1406,INE1KEC01023,Y,EPWINDIA,,,EPW India Limited,NSE only,NSE SME (Emerge),ST,,
1407,INE060N01019,Y,,531262,EQUILATERA,EQUILATERAL ENTERPRISES LIMITED,BSE only,BSE Equity,,X,Active
1408,INE217G01035,Y,EQUIPPP,590057,EQUIPPP,Equippp Social Impact Technologies Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1409,INE063P01018,Y,EQUITASBNK,543243,EQUITASBNK,Equitas Small Finance Bank Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1410,INE406M01024,Y,ERIS,540596,ERIS,Eris Lifesciences Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1411,INE308B01017,Y,,530909,ERPSOFT,ERP Soft Systems Ltd.,BSE only,BSE Equity,,X,Active
1412,INE284A01012,Y,ESABINDIA,500133,ESABINDIA,Esab India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1413,INE818W01011,Y,ESAFSFB,544020,ESAFSFB,ESAF Small Finance Bank Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1414,INE404L01039,Y,,531502,ESARIND,Esaar (India) Ltd.,BSE only,BSE Equity,,X,Active
1415,INE0RQZ01017,Y,ESCONET,,,Esconet Technologies Limited,NSE only,NSE SME (Emerge),SM,,
1416,INE953W01016,Y,,540455,ESCORP,Escorp Asset Management Limited,BSE only,BSE Equity,,B,Active
1417,INE042A01014,Y,ESCORTS,500495,ESCORTS,Escorts Kubota Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1418,INE0ITO01014,Y,ESFL,,,Essen Speciality Films Limited,NSE only,NSE SME (Emerge),SM,,
1419,INE328F01016,Y,,531259,ESHAMEDIA,Esha Media Research Limited,BSE only,BSE Equity,,XT,Active
1420,INE176O01011,Y,,532016,ESPIRE,ESPIRE HOSPITALITY LIMITED,BSE only,BSE Equity,,X,Active
1421,INE0SBP01018,Y,ESPRIT,,,Esprit Stones Limited,NSE only,NSE SME (Emerge),SM,,
1422,INE0HMN01013,Y,,512439,ESQRMON,Esquire Money Guarantees Ltd,BSE only,BSE Equity,,XT,Active
1423,INE122M01019,Y,ESSARSHPNG,533704,ESSARSHPNG,Essar Shipping Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1424,INE418N01035,Y,ESSENTIA,535958,ESSENTIA,Integra Essentia Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1425,INE1IBY01019,Y,,544475,ESSEX,ESSEX MARINE LIMITED,BSE only,BSE Equity,,M,Active
1426,INE778B01029,Y,ESTER,500136,ESTER,Ester Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1427,INE758T01015,Y,ETERNAL,543320,ETERNAL,ETERNAL LIMITED,NSE+BSE,NSE Mainboard,EQ,A,Active
1428,INE04TZ01018,Y,ETHOSLTD,543532,ETHOSLTD,Ethos Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
